id,text,label,control,trap
ID1914613000-116,"Meine Damen und Herren, im Sinne des Förderns und Forderns dürfen also unsere Bemühungen nicht abreißen. Dazu zählt auch, die Frage der Integration in einen größeren Zusammenhang zu stellen. Ganz dringend benötigen wir einen echten Fortschritt bei der Reform des Gemeinsamen Europäischen Asylsystems. Und wir müssen dafür sorgen, diejenigen, die keine Bleibeperspektive haben, noch konsequenter zurückzuführen. Nur so wird ein Schuh daraus, nur so können wir als Staat unsere Glaubwürdigkeit erhalten und auf die Akzeptanz unserer Bürgerinnen und Bürger bei der Integration hoffen.",Migrations- und Asylpolitik,NA,NA
ID1911503900-219,"Es hängt an guten Arbeitsbedingungen. Es hängt an guter Ausbildung, auch an guten und ausreichend vorhandenen Praxisanleitern. Aber es hängt natürlich auch an der Frage: Was ist uns als Gesellschaft die Pflege wirklich wert? Sorgen wir dafür, dass Menschen, die sich bereit erklären, in der Pflege zu arbeiten, einen guten Lohn bekommen? Deswegen beraten wir heute ein Gesetz, das eines sagt: Wir wollen, dass junge Menschen sich für die Pflege entscheiden, und wir wollen, dass sie einen guten Lohn für ihre in der Tat harte und fordernde Arbeit erhalten. – Darum geht es.",Pflegereform und Arbeitsbedingungen,NA,NA
ID1921407500-478,"Meine Damen und Herren, vor dem Südsudan liegt noch ein langer Weg, für den es die Mission UNMISS weiterhin braucht. Deshalb wird sie auch der VN-Sicherheitsrat voraussichtlich am 15. März verlängern. Zentrale Schritte zur Umsetzung des Friedensabkommens bleiben eine umfassende Reform des Sicherheitssektors, die Aufstellung gemeinsamer Sicherheitskräfte sowie langfristig auch die Entwaffnung und Reintegration bewaffneter Gruppen.",UNMISS und Südsudan-Hilfseinsätze,NA,NA
ID2010405700-637,"Nun stellt sich natürlich die Frage: Was wäre denn das Ganze? Das Ganze wäre eine maritime Souveränität. Die wesentlichen wirtschaftlichen Zukunftsfragen unseres Landes sind ohne die maritime Wirtschaft nicht zu beantworten: unabhängige Energieversorgung, Energieimporte, klimaneutrale Schifffahrt und alternative Kraftstoffe, Automatisierung und Digitalisierung in unseren Häfen.",Maritime Wirtschaft und Hafenfinanzierung,NA,NA
ID2013207000-660,"Wir haben als Koalition im letzten Jahr sehr viel getan, um insbesondere das Handwerk, den Mittelstand zu unterstützen,",Handwerk und Fachkräftemangel,NA,NA
ID1914606100-497,Sie haben vor aller Welt das Vertrauen in die deutsche Demokratie erschüttert. Damit haben Sie dem Ansehen Deutschlands erheblichen Schaden zugefügt.,Politische Identität und Zukunftsvisionen,NA,NA
ID202812500-746,"Wir im Norden aber wissen, dass ein LNG-Terminal, wie bei Brunsbüttel geplant, weder energiepolitisch noch klimapolitisch sinnvoll ist. Das Gas stammt unter anderem aus umweltschädlichem Fracking, und das kann ein Wirtschaftsminister Habeck auch nicht schönreden, wenn er in Talkshows von Mettbrötchen und Engeln spricht.",LNG-Terminals und Energieversorgung,NA,NA
ID209201000-258,"Bei uns bildet sich bislang unsere starke regionale Struktur auch im Bundestag ab. Dank des personalisierten Verhältniswahlrechts und seiner Regel „Wer einen Wahlkreis gewinnt, der kommt auch in den Bundestag“",Wahlrechtsreform und Wahlkreise,NA,NA
ID198706400-538,"In wenigen Tagen feiern wir den zehnten Jahrestag der Ratifizierung der UN-Behindertenrechtskonvention, die damit geltendes Recht in Deutschland wurde. Zum Punkt des Wahlrechtes ist diese Konvention ganz eindeutig und explizit. Was wir hier aber erleben – im Deutschen Bundestag, in den Ausschüssen, seit Monaten, eigentlich seit Jahren –, ist ein erbärmliches Trauerspiel; das will ich Ihnen einmal sagen.",Inklusion und Barrierefreiheitspolitik,NA,NA
ID1912202600-195,"Wirkliche Ideen haben Sie nicht. Die Frage, wie wir die ländlichen Regionen, die es nötig haben, stärken, damit sie gleichwertige Lebensverhältnisse erreichen, beantworten Sie nicht. Wie schaffen wir es denn, eine gute Infrastruktur für die Digitalisierung, im Bereich Verkehr und bei der Bildung zu schaffen? Wie schaffen wir eine gute Wirtschaftsförderung in diesen Regionen? Darauf geben Sie keine Antwort. Auch auf das Thema Fachkräfte kommen Sie kaum zu sprechen;",Finanzielle Unterstützung für Kommunen,NA,NA
ID1915812400-492,"Helmut Schmidt, Frank-Walter Steinmeier und auch Heiko Maas waren bzw. sind solche Narren Gott sei Dank nicht. Der Frieden und die Freiheit Deutschlands und Europas hängen auch in Zukunft mit von einer überzeugenden NATO und unserer nuklearen Teilhabe ab. Deswegen ist dieser Antrag im Verlauf des Verfahrens abzulehnen.",Nukleare Abrüstung und Rüstungskontrolle,NA,NA
ID207212500-144,"Aber der wichtigste Aspekt ist natürlich die Gegenwart; denn wir sehen heute denselben Willen zum Völkermord – heute durch Kälte und Erfrieren. Warum schießen die Russen Raketen in die zivile Wärme- und Stromversorgung? Nicht um Krieg zu führen, sondern um Terror gegen die Zivilbevölkerung auszuüben. Warum? Weil sie Ukrainer sind, weil sie nicht bereit sind, ihre Identität und ihren Staat aufzugeben, und weil Putin wie einst Stalin versucht, das ukrainische Nationalbewusstsein zu brechen.",Russlands Angriffskrieg gegen die Ukraine,NA,NA
ID204803400-314,"Die Sicherheitssituation auf dem Westbalkan ist angespannt, und es ist gut, dass wir im KFOR-Mandat weiterhin einen Beitrag zur Stabilisierung leisten. Die Deutschen sind in der Region gut angesehen. Darauf können wir auch in dieser Mandatsverlängerung weiter aufbauen. Deswegen wird unsere Fraktion diese Verlängerung selbstverständlich unterstützen.",Kosovo und westlicher Balkan,NA,NA
ID1911604900-509,"Ich komme jetzt zum eigentlichen Thema. Meine Damen und Herren von den Linken, ich würde mir wünschen, dass Sie irgendwann mal inhaltlich neue Anträge stellen würden. Das ist heute schon ein paarmal gesagt worden. Ich stelle fest, dass immer wieder gleiche Anträge kommen, in denen Gleiches erzählt wird. Die Anträge werden dadurch nicht besser, wenn sie zum zehnten Mal gestellt werden. Trotzdem werde ich mir erlauben, Ihnen den Sachverhalt nochmals zu erklären, und hoffe auf baldiges Verständnis.",Anträge der Linksfraktion,NA,NA
ID1911800200-235,"Derzeit führt Erdogan einen völkerrechtswidrigen Angriffskrieg auf die Kurdengebiete in Ostsyrien. Der türkische Präsident spekuliert auf eine Vergrößerung des türkischen Territoriums und droht uns damit, 3,5 Millionen syrische Flüchtlinge nach Europa durchzulassen, wenn wir das zu kritisieren wagen. Unter diesen Flüchtlingen würden sich viele IS-Terroristen befinden, die derzeit in großer Zahl aus den kurdischen Gefängnissen fliehen.",Türkei-NATO-Außenpolitik,NA,NA
ID2014803700-9,"Erstens. Gehen Sie bei „Hans im Glück“ oder „BackWerk“ essen, und am besten bestellen Sie etwas mit Schweinefleisch, damit man denkt, dass Sie deutsch sind.",Zukunft der Landwirtschaft,TRUE,NA
ID1912701900-376,"Es sei wichtig, im verschärften internationalen Steuerwettbewerb konkurrenzfähig zu bleiben. Die Wettbewerbsfähigkeit der deutschen Wirtschaft müsse auch im Bereich der Unternehmensbesteuerung gestärkt werden. Ziel müsse es sein, dass die Belastung nicht entnommener Gewinne, die im Unternehmen verbleiben würden, auf maximal 25 Prozent begrenzt werde.",Unternehmenssteuerreform und Steuergerechtigkeit,NA,NA
ID2014804100-473,"Sehr geehrter Herr Präsident! Herr Kollege Throm, Sie wissen ja, dass schon jetzt die Mehrheit der Einbürgerungen unter Hinnahme der Mehrstaatigkeit stattfindet. Ich selbst habe keinen Einbürgerungsantrag stellen müssen. Ich habe aber auch die doppelte Staatsbürgerschaft. Ich bin diesem Land loyal gegenüber.",Staatsbürgerschaftsrecht und Einbürgerungspolitik,NA,NA
ID1919200800-434,"Zweitens. Wir brauchen optimale Rahmenbedingungen für Unternehmen. Das hat mit Regulierung und Steuern zu tun, aber auch mit einer Vereinfachung von Unternehmensgründungen. Im Doing Business Report der Weltbank steht Deutschland bei der Einfachheit von Unternehmensgründungen auf Platz 125 in direkter Konkurrenz zu Dschibuti. Ja herzlichen Glückwunsch! Bis bei uns ein Bauantrag bewilligt wurde, ist das Produkt veraltet, das man dort produzieren wollte.",Start-up-Strategie und Innovationen,NA,NA
ID1914400600-327,"Sie nämlich ist Inbegriff wertegeleiteter Außenpolitik, ist Bindeglied und Botschafterin, ist Brücke über unzählige Gräben, die wieder ausgehoben werden, sie öffnet Türen, wenn andere Mauern errichten, sie schafft Gesprächsräume, wenn alle anderen Kanäle schweigen. Und wenn nichts mehr geht in einer Welt der Unordnung, geht Auswärtige Kulturpolitik eben doch, oft still und leise, aber stets mit der enormen Wirkungsmacht einer universellen Sprache namens Kultur. Und das gilt auch für den Iran.",Kulturpolitik und Kunstförderung,NA,NA
ID1913807200-205,Das christliche Abendland lebt religiös und kulturell vom Morgenland.,Religionsfreiheit und Extremismus,NA,NA
ID208805000-218,"Ob als Tarifbeschäftigte oder Beamte beim Wirtschaftsministerium, als Pflegekräfte in kommunalen Krankenhäusern oder als Mitarbeiter bei den kommunalen Stadtwerken – die gute Arbeit von motivierten Mitarbeiterinnen und Mitarbeitern trägt dazu bei, dass Deutschland funktioniert, eine hohe Lebensqualität hat und ein attraktiver Wirtschaftsstandort bleibt.",Pflegereform und Arbeitsbedingungen,NA,NA
ID199501300-345,"Aus diesem Grunde darf der Bluttest keine von der Krankenkasse bezahlte generelle Regelleistung werden. Er sollte nur in den Fällen von der Kasse bezahlt werden, in denen auch jetzt schon der Fruchtwassertest bezahlt wird, nämlich bei sogenannten Risikoschwangerschaften. Und außerdem sollte eine umfassende Beratung vor Durchführung des Tests vorgenommen werden.",Abschaffung § 219a StGB,NA,NA
ID1912206400-42,"Sehr geehrte Frau Präsidentin! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Bevor ich zum Untersuchungsausschuss spreche, möchte ich aus Sicht der SPD noch mal festhalten: In den letzten sechs Jahren haben wir immer wieder gesagt, dass die Pkw-Maut nicht unser Verkehrsprojekt war. Die SPD hat 2013 ein umfangreiches sozialpolitisches Gesamtkonzept durchgesetzt, und dafür haben wir diese Pkw-Maut, die aus Bayern damals als Wahlkampfschlager kam, in Kauf genommen. Ebenfalls eindeutig hat meine Fraktion immer wieder ihre Bedingungen für eine Maut genannt. Ein wichtiger Punkt war für uns immer: Sie muss europarechtskonform sein.",ÖPNV-Finanzierung und Verkehrswende,NA,NA
ID196909700-396,"Das spricht nicht gerade für dieses Land, in dem die Freiheitsrechte ihren Ursprung hatten. Das spricht vor allen Dingen gegen den US-Präsidenten.",Verteidigung der Demokratie,NA,NA
ID1914612800-603,Die derzeitigen Gesetze erschweren jedoch Einwanderung. Das Fachkräfteeinwanderungsgesetz beispielsweise wird seinem Anspruch nicht gerecht.,Fachkräfteeinwanderungsgesetz und Arbeitsmigration,NA,NA
ID206103800-152,"Und das Gute ist, dazu braucht dieser Ost-Club gar keinen Ostbeauftragten, sondern einfach viel Enthusiasmus, viele Zehntausende Fans und eine clevere Clubführung. So geht das übrigens im ganzen Osten, wenn man uns denn machen lässt. Nur, das ist das Problem.",Aufarbeitung der DDR-Diktatur,NA,NA
ID2012301300-558,"Die gute Nachricht ist: Die Wasserstoffforschung hat in den letzten Jahren beeindruckende Fortschritte gemacht. Nordrhein-Westfalen übernimmt dabei eine wichtige Vorreiterrolle, die auch international angesehen ist. Das Forschungszentrum Jülich erforscht und entwickelt Wasserstoff-Brennstoffzellen und andere Wasserstofftechnologien. In Herten, dem Wahlkreis meines Kollegen Brian Nickholz, dem es sehr wichtig war, dass ich das heute in meiner Rede erwähne, steht das erste kommunale Wasserstoff-Kompetenzzentrum.",Wasserstoffstrategie und Klimaschutz,NA,NA
ID1914402900-33,"Es ist so, dass der Ausstieg aus der Kernenergie natürlich beschlossen ist, auch gesamtgesellschaftlich beschlossen ist. Auch die Endlagerung wurde in einer Kommission beschlossen. Letztlich stehen wir natürlich auch für Forschung in diesem Bereich. Schauen Sie sich einmal die Beschlüsse an. Wir als CDU/CSU sind immer für Forschung und Technologie. Beispielsweise hinsichtlich des Forschungsreaktors ITER sind wir der Meinung, dass die Gelder natürlich weiterhin investiert werden sollen. Wir vertreten dies auch. Wir werden dies auch weiterhin unterstützen.",Erneuerbare Energien und Energiewende,NA,NA
ID1914302200-270,"– dass der eine oder andere Polizist aus Versehen jemanden kontrolliert, der nachher kein Schwerverbrecher ist. Es ist im Gegenteil ein Sicherheitsgewinn, wenn am Ende auch nur einer dieser Schwerstkriminellen aus dem Verkehr gezogen wird.",Stärkung der Bundespolizei und Polizeibeauftragter,NA,NA
ID2015712200-214,"Wir haben sehr wohl die Protokollnotiz zur Kenntnis genommen. Wir freuen uns, dass die Ampel jetzt auch auf diesen Weg eingeschwenkt ist, sich mehr um die kommunale Finanzausstattung zu kümmern, sich mehr damit zu beschäftigen. Lassen Sie den Worten Taten folgen. Dann haben Sie uns an Ihrer Seite.",Ampelkoalition und politische Krise,NA,NA
ID195813800-493,"Daraus ergibt sich ein Konflikt, nämlich der zwischen dem Wunsch nach einer atomwaffenfreien Welt und dem Wunsch nach Sicherheit. Auflösen lässt sich dieses Spannungsverhältnis nur durch gegenseitiges Vertrauen. Bedauerlicherweise ist dieses so wichtige Vertrauen in den vergangenen Jahren dramatisch erodiert.",Nukleare Abrüstung und Rüstungskontrolle,NA,NA
ID1918002800-463,"Aber es fehlt nicht einfach Geld. Wir haben einen besseren Vorschlag. Die Justiz muss auch entlastet werden. Es ist die Rechtspolitik der Großen Koalition, die dazu führt, dass die Gerichte mit Bagatelldelikten überflutet werden, die gar nicht bestraft werden sollten oder nur als Ordnungswidrigkeit. Jede zwölfte Strafanzeige – das sind 425 000 pro Jahr – betrifft das Fahren ohne Fahrschein oder den Konsum von Cannabis. Warum ahndet man das Busfahren ohne Fahrschein nicht genauso als Ordnungswidrigkeit wie das Parken ohne Parkschein? Warum ist es strafbar, weggeworfene Lebensmittel aus Containern zu holen? Wenn sich Gerichte massenweise mit solchen Fragen beschäftigen müssen, bleibt ihnen keine Zeit für die wirkliche Kriminalität: für Steuerhinterzieher, für Geldwäscher, für andere Verbrecher. Es ist doch so: Nicht Containern oder Joints schaden dem Vertrauen in den Rechtsstaat, sondern Cum/Ex und Wirecard.",Cannabis-Legalisierung und Drogenpolitik,NA,NA
ID205709800-227,"Beschäftigung zu fördern und Arbeitsplätze gerade in Krisenzeiten zu sichern, ist der Kern sozialdemokratischer Politik. Genau dafür sorgen wir heute mit der Verlängerung.",Hartz IV und Existenzsicherung,NA,NA
ID198311500-735,"Mein letzter Punkt. Wir müssen auch über die Sprache sprechen. Ich will nicht, dass wir im politischen Umgang davon sprechen, dass wir eine Politik für Afrika machen. Sondern es geht um eine Politik mit Afrika auf Augenhöhe,",Afrika-Strategie und Partnerschaft,NA,NA
ID1920214400-401,"Der Antrag bringt keine echten Lösungen; er fabuliert an verschiedenen Stellen, dass etwas verbessert werden soll, sagt aber nicht, wie. Vieles von dem, was Sie vorschlagen, existiert schon. Was ich Ihnen wirklich vorwerfe, ist die Tatsache, dass es keinen einzigen Antrag der Grünen zu geben scheint, in dem nicht irgendwo Politik für Migranten versteckt ist.",Bündnis 90/Die Grünen Anträge,NA,NA
ID202105100-153,"weil du auf einmal gemerkt hast: Wir wachsen zusammen. Die Jahre, wo wir uns selbst als Ossis oder Wessis definiert haben, geraten in Vergessenheit.",Aufarbeitung der DDR-Diktatur,NA,NA
ID195406900-102,– Sie haben sich auf die Klimaschutzmaßnahmen bezogen.,CO2-Regulierung und Klimapolitik,NA,NA
ID1921110900-40,"Denken Sie, liebe Kolleginnen und Kollegen, auch darüber nach, was passiert, wenn dieses Paar in den Abendstunden eines solchen Tages in Berlin nach Hause geht, in die U-Bahn einsteigt, die letzten 400 bis 500 Meter nach Hause läuft. Ich kann Ihnen sagen: 90 Prozent der Jungs und Mädels, die dort unterwegs sind, haben in dieser Stadt und in diesem Land Angst, und zwar nicht deshalb, weil ihnen irgendwelche radikalen religiösen Kräfte etwas anhaben wollen,",ÖPNV-Finanzierung und Verkehrswende,TRUE,NA
ID1919512100-284,Deutschland muss im eigenen Interesse dem Sahel viel mehr Aufmerksamkeit zuwenden.,Bundeswehreinsatz in Mali,NA,NA
ID199506000-724,"Ich möchte auf Ihren Vorwurf der Entziehung aus dem Sozialversicherungssystem zurückkommen; es wird ja auch oft von Vorteilshopping innerhalb der Systeme gesprochen. Der Gesetzgeber hat bewusst und aus guten Gründen eine Altersgrenze für den Austritt aus der PKV und den Wiedereintritt in die GKV geschaffen; denn sonst wäre es ja Privatversicherten möglich, sich im Alter zulasten der GKV beitragsmäßig zu optimieren. Das alles ist klar gesetzlich geregelt; also ist das auch gar kein Problem.",Gesetzliche und private Krankenversicherung,NA,NA
